gene_id	mean_beta	n_cpgs	expression	prom_beta	exon_beta	down_beta	intron_beta
LOC_00018588	0.855085285007576	300	7.64718083756623	0.67321083216981	0.602215386616748	0.0274618667998245	0.921012038120094
LOC_00018589	0.853876197399677	153	12.1167061869148	0.598756470366657	0.917177846455013	0.949304386853171	0.758404857840808
LOC_00018590	0.664993624498372	343	4.70949897952961	0.00322849166016868	0.704295426544454	0.937254725282684	0.652172448958613
LOC_00018591	0.00360702185563473	937	6.43558010357549	0.00320488721804511	0.0037816537407417	0.00356791520026814	0.00366310731466369
LOC_00018592	0.723881333708396	114	6.74008149727472	0.00461936437546194	0.299074198422025	0.920170474427908	0.790319531657912
LOC_00018593	0.916449618604614	601	9.15840628522633	0.137846508478891	0.925077409721426	0.919952520348567	0.917769165228708
LOC_00018594	0.877780623046372	1206	9.27370157348876	0.270993771983727	0.799870831774766	0.266640512291967	0.890291213101607
LOC_00018595	0.0713167825937224	802	3.55630273589166	0.966946789530063	0.0395388619687685	0.00200811549916409	0.0688544862017194
LOC_00018596	0.862929020536253	224	10.6210348807817	0.00202597840755736	0.894100128973855	0.917491587131801	0.85685348146507
LOC_00018597	0.911245210577433	953	8.64409597621779	0.00478280004142073	0.898095972930925	0.943787188293756	0.914433943566025
LOC_00018599	0.00332724684122943	229	4.9763394902047	0.00369915172546752	0.00253237875140149	0.00138416955851166	0.00412061260351859
LOC_00018600	0.270314654651695	753	14.2348555638726	0.00133188090050835	0.849542645620481	0.927034319879494	0.233060529839627
LOC_00018601	0.812482157834215	209	4.18865197147844	0.00421593005138851	0.782965174022793	0.196420018027827	0.835971329623239
LOC_00018602	0.0019305594001505	84	6.24348962978045	0.00470571247210592	0.00126122800541405	0.00547558067513014	0.00252709009144936
LOC_00018603	0.74776662585948	89	6.48475647321827	0.00319782168186423	0.817718113026706	0.553256259835996	0.790245591319648
LOC_00018604	0.00384034943728521	858	1.23502245131903	0.00540746904306852	0.0023845763571791	0	0.00390992076833124
LOC_00018605	0.00212897864059791	100	0.932623939810295	0.000587544065804935	0.00250837973134925	0.00670349154391708	0.00132275132275132
LOC_00018606	0.00270808922483461	137	8.01350638597411	0.0049528818759588	0.00278752436647174	0.011594718809946	0.00316096299068435
LOC_00018607	0.0024852254745462	210	2.47406769091479	0.00277777777777778	0.00144762119193937	0.00382834757834758	0.00284752713451466
LOC_00018608	0.0021536918733895	116	9.78581857599842	0.00541069912136641	0.00249240970292938	0.00263157894736842	0
LOC_00018609	0.00271586104445686	329	6.62148521356263	0.00186258990606817	0.00210871016815674	0.0035989010989011	0.00309942610380344
LOC_00018610	0.00269644101724035	63	2.28756170778453	0.0032398352061131		0.0005720823798627	
LOC_00018611	0.0028057614692813	756	3.50377883798626	0.000868055555555556	0.00271992280304824	0.00360488947445469	0.00282980359102618
LOC_00018612	0.00238426009771725	112	6.84260717892836	0.00509571074087203	0.00312244689542484	0.00301849645953279	0.000538793103448276
LOC_00018613	0.00341696172890011	82	4.94465961834322	0.00322172861517547	0.00367172510029653	0.00607514816777151	0.00257222002374357
LOC_00018614	0.8658106159947	222	9.13753845361309	0.010071438758177	0.910273756213275	0.902015427383074	0.863872318460147
LOC_00018615	0.309760157318529	549	10.0205914688139	0.00205228573225178	0.466380657357887	0.00252547452547453	0.292653778546538
LOC_00018616	0.00248662124869024	631	10.1052821633562	0.00677777777777778	0.00284095166984721	0.00227272727272727	0.00234630402087419
LOC_00018618	0.00343593577692007	1184	5.94247942584836	0.00321716247873945	0.00339038884649808	0.000925925925925926	0.00338992568284493
LOC_00018619	0.00357218068175436	497	11.36502346592	0.00275573192239859	0.00339349231690696	0.00172986465994235	0.00367015311855542
LOC_00018620	0.762603497996694	1790	10.2218024151565	0.000415282392026578	0.801338464780402	0.956473090536685	0.753805092987079
LOC_00018622	0.00351357478690503	523	12.2983244621743	0.00371315453552296	0.00336026597243997	0.00315012028398756	0.00355678683019788
LOC_00018624	0.137273814766151	3677	5.07012526641911	0.00240079365079365	0.510842163752608	0.0082972582972583	0.117950201274442
LOC_00018626	0.575363946394901	490	5.30356641200444	0.00105744638992721	0.827030374443955	0.895757723697471	0.571360523092122
LOC_00018627	0.00258197977876311	108	1.22863885277359	0.00130208333333333	0.00258197977876311	0.00236742424242424	
LOC_00018628	0.00143708193979933	52	1.45261840971109	0.00235217927123542	0.00143708193979933	0.00302816736640266	
LOC_00018629	0.0026737021316894	807	6.58621495877586	0.00120772946859903	0.00333975673084916	0.00138029886544318	0.00258218258916602
LOC_00018630	0.00350575391853996	885	5.97746120823308	0.00269037244527441	0.00342848660423744	0.00127046866177301	0.00353721685312163
LOC_00018631	0.922425906323346	395	5.6178501121755	0.00339602985922806	0.893079041581192	0.432979838223688	0.928822562345767
LOC_00018632	0.925452659371441	295	6.75754249442762	0.0200857318781847	0.93602095249628	0.325248255378587	0.923022186923545
LOC_00018633	0.86527475720123	318	5.78121866941376	0.00303411523600668	0.588288478095584	0.719687732496564	0.896266228989274
