ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	module
GO:0140694	Non-membrane-bounded organelle assembly	50/3032	108/10468	0.462962962962963	1.59838268347503	3.99132449223878	0.0000935975958646269	0.00383365495390732	0.00352796129185487	LOC_00000212/LOC_00002671/LOC_00002683/LOC_00003790/LOC_00004021/LOC_00004193/LOC_00005139/LOC_00005404/LOC_00005740/LOC_00005801/LOC_00006172/LOC_00006864/LOC_00007246/LOC_00007649/LOC_00007739/LOC_00009325/LOC_00010036/LOC_00010669/LOC_00010980/LOC_00011091/LOC_00011407/LOC_00011419/LOC_00011751/LOC_00012797/LOC_00013379/LOC_00013513/LOC_00013729/LOC_00013864/LOC_00014637/LOC_00015528/LOC_00015853/LOC_00015899/LOC_00016911/LOC_00018336/LOC_00018631/LOC_00019562/LOC_00019800/LOC_00020121/LOC_00020216/LOC_00021167/LOC_00021523/LOC_00021565/LOC_00022760/LOC_00023147/LOC_00023858/LOC_00024735/LOC_00024938/LOC_00024957/LOC_00025014/LOC_00025990	50	turquoise
GO:0009890	Negative regulation of biosynthetic process	124/3032	321/10468	0.386292834890966	1.33367856056683	3.87719826208876	0.0000986244055639703	0.00393998396964216	0.00362581168690182	LOC_00000319/LOC_00000339/LOC_00000344/LOC_00000348/LOC_00000553/LOC_00000566/LOC_00000932/LOC_00002441/LOC_00002450/LOC_00002528/LOC_00002791/LOC_00003373/LOC_00003608/LOC_00003645/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003659/LOC_00003745/LOC_00003834/LOC_00003839/LOC_00004723/LOC_00004750/LOC_00004774/LOC_00005041/LOC_00005382/LOC_00005867/LOC_00005912/LOC_00006129/LOC_00006177/LOC_00006502/LOC_00006678/LOC_00007386/LOC_00007408/LOC_00007523/LOC_00007642/LOC_00007752/LOC_00007753/LOC_00007777/LOC_00007830/LOC_00008153/LOC_00008327/LOC_00008381/LOC_00008600/LOC_00008602/LOC_00008868/LOC_00009226/LOC_00009269/LOC_00009325/LOC_00009661/LOC_00009920/LOC_00010086/LOC_00010310/LOC_00010365/LOC_00010496/LOC_00010535/LOC_00010600/LOC_00010837/LOC_00010851/LOC_00011246/LOC_00011308/LOC_00011424/LOC_00011518/LOC_00011611/LOC_00011762/LOC_00011768/LOC_00011771/LOC_00011915/LOC_00011958/LOC_00012010/LOC_00012019/LOC_00012022/LOC_00012142/LOC_00012154/LOC_00012313/LOC_00012368/LOC_00012421/LOC_00012688/LOC_00012756/LOC_00013009/LOC_00013034/LOC_00013744/LOC_00013910/LOC_00013996/LOC_00014053/LOC_00014099/LOC_00014111/LOC_00014531/LOC_00014573/LOC_00015149/LOC_00015748/LOC_00016057/LOC_00016395/LOC_00016636/LOC_00016862/LOC_00017549/LOC_00017588/LOC_00017855/LOC_00017973/LOC_00018074/LOC_00018080/LOC_00018246/LOC_00018523/LOC_00018747/LOC_00018908/LOC_00019066/LOC_00019357/LOC_00019859/LOC_00019867/LOC_00020097/LOC_00020251/LOC_00020271/LOC_00020272/LOC_00021233/LOC_00021234/LOC_00022760/LOC_00023013/LOC_00023408/LOC_00023889/LOC_00024382/LOC_00025281/LOC_00025461/LOC_00025888/LOC_00025926	124	turquoise
GO:0006475	Internal protein amino acid acetylation	25/3032	44/10468	0.568181818181818	1.9616514751739	4.08162272298458	0.00010146447012122	0.00393998396964216	0.00362581168690182	LOC_00002438/LOC_00002634/LOC_00004545/LOC_00004646/LOC_00004774/LOC_00004870/LOC_00005323/LOC_00006494/LOC_00006718/LOC_00006870/LOC_00007786/LOC_00008153/LOC_00008280/LOC_00009554/LOC_00009801/LOC_00011077/LOC_00013238/LOC_00014111/LOC_00015811/LOC_00016105/LOC_00017896/LOC_00020679/LOC_00021223/LOC_00022996/LOC_00025616	25	turquoise
GO:0018393	Internal peptidyl-lysine acetylation	25/3032	44/10468	0.568181818181818	1.9616514751739	4.08162272298458	0.00010146447012122	0.00393998396964216	0.00362581168690182	LOC_00002438/LOC_00002634/LOC_00004545/LOC_00004646/LOC_00004774/LOC_00004870/LOC_00005323/LOC_00006494/LOC_00006718/LOC_00006870/LOC_00007786/LOC_00008153/LOC_00008280/LOC_00009554/LOC_00009801/LOC_00011077/LOC_00013238/LOC_00014111/LOC_00015811/LOC_00016105/LOC_00017896/LOC_00020679/LOC_00021223/LOC_00022996/LOC_00025616	25	turquoise
GO:0018394	Peptidyl-lysine acetylation	25/3032	44/10468	0.568181818181818	1.9616514751739	4.08162272298458	0.00010146447012122	0.00393998396964216	0.00362581168690182	LOC_00002438/LOC_00002634/LOC_00004545/LOC_00004646/LOC_00004774/LOC_00004870/LOC_00005323/LOC_00006494/LOC_00006718/LOC_00006870/LOC_00007786/LOC_00008153/LOC_00008280/LOC_00009554/LOC_00009801/LOC_00011077/LOC_00013238/LOC_00014111/LOC_00015811/LOC_00016105/LOC_00017896/LOC_00020679/LOC_00021223/LOC_00022996/LOC_00025616	25	turquoise
GO:0043486	Histone exchange	9/3032	10/10468	0.9	3.10725593667546	4.25695429419186	0.000105263390926499	0.00396888828483764	0.00365241118696201	LOC_00003212/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00007636/LOC_00012405/LOC_00014111/LOC_00019069/LOC_00025461	9	turquoise
GO:0071027	Nuclear RNA surveillance	9/3032	10/10468	0.9	3.10725593667546	4.25695429419186	0.000105263390926499	0.00396888828483764	0.00365241118696201	LOC_00002791/LOC_00009203/LOC_00009226/LOC_00010175/LOC_00010365/LOC_00011262/LOC_00018523/LOC_00021233/LOC_00023013	9	turquoise
GO:0031328	Positive regulation of cellular biosynthetic process	171/3032	464/10468	0.368534482758621	1.27236773269038	3.83207344694312	0.000106190990898666	0.00396888828483764	0.00365241118696201	LOC_00000183/LOC_00000366/LOC_00000442/LOC_00000463/LOC_00000553/LOC_00000566/LOC_00000693/LOC_00000826/LOC_00000932/LOC_00002409/LOC_00002771/LOC_00003063/LOC_00003072/LOC_00003258/LOC_00003405/LOC_00003488/LOC_00003659/LOC_00003745/LOC_00003786/LOC_00003790/LOC_00003813/LOC_00003839/LOC_00004003/LOC_00004185/LOC_00004193/LOC_00004348/LOC_00004581/LOC_00004619/LOC_00004750/LOC_00004835/LOC_00004862/LOC_00004872/LOC_00005382/LOC_00005435/LOC_00005437/LOC_00005481/LOC_00006177/LOC_00006278/LOC_00006324/LOC_00006494/LOC_00006542/LOC_00006565/LOC_00006746/LOC_00006773/LOC_00006837/LOC_00006960/LOC_00007047/LOC_00007100/LOC_00007104/LOC_00007152/LOC_00007246/LOC_00007251/LOC_00007336/LOC_00007386/LOC_00007577/LOC_00007624/LOC_00007725/LOC_00008293/LOC_00008327/LOC_00008338/LOC_00008381/LOC_00008427/LOC_00008449/LOC_00008514/LOC_00008602/LOC_00008639/LOC_00009269/LOC_00009304/LOC_00009898/LOC_00010096/LOC_00010108/LOC_00010310/LOC_00010372/LOC_00010535/LOC_00010788/LOC_00010805/LOC_00011077/LOC_00011307/LOC_00011556/LOC_00011611/LOC_00011621/LOC_00011701/LOC_00011762/LOC_00012010/LOC_00012079/LOC_00012272/LOC_00012346/LOC_00012734/LOC_00012756/LOC_00012856/LOC_00012960/LOC_00013034/LOC_00013730/LOC_00013750/LOC_00014229/LOC_00014247/LOC_00014531/LOC_00015411/LOC_00015428/LOC_00015613/LOC_00015748/LOC_00015763/LOC_00015853/LOC_00015890/LOC_00016105/LOC_00016131/LOC_00016395/LOC_00016636/LOC_00016821/LOC_00016856/LOC_00017205/LOC_00017206/LOC_00017210/LOC_00017459/LOC_00017713/LOC_00017730/LOC_00017790/LOC_00017912/LOC_00018228/LOC_00018246/LOC_00018496/LOC_00018520/LOC_00018590/LOC_00019016/LOC_00019357/LOC_00019749/LOC_00019750/LOC_00019894/LOC_00019970/LOC_00020097/LOC_00020251/LOC_00020337/LOC_00020403/LOC_00020442/LOC_00020508/LOC_00020516/LOC_00020679/LOC_00020880/LOC_00021004/LOC_00021293/LOC_00021319/LOC_00021371/LOC_00021441/LOC_00021534/LOC_00021630/LOC_00021680/LOC_00021727/LOC_00021816/LOC_00021820/LOC_00022678/LOC_00022684/LOC_00022695/LOC_00022899/LOC_00022996/LOC_00023131/LOC_00023384/LOC_00023385/LOC_00023408/LOC_00023637/LOC_00023647/LOC_00023665/LOC_00024269/LOC_00024748/LOC_00025093/LOC_00025225/LOC_00025228/LOC_00025569/LOC_00025576/LOC_00025682/LOC_00025888/LOC_00026003	171	turquoise
GO:0018205	Peptidyl-lysine modification	50/3032	109/10468	0.458715596330275	1.58371862215875	3.91168523814715	0.000124839176531315	0.00460826096084729	0.0042408006166713	LOC_00002438/LOC_00002634/LOC_00003373/LOC_00004545/LOC_00004646/LOC_00004774/LOC_00004870/LOC_00005323/LOC_00005743/LOC_00006029/LOC_00006494/LOC_00006718/LOC_00006870/LOC_00007050/LOC_00007786/LOC_00008153/LOC_00008280/LOC_00009554/LOC_00009661/LOC_00009801/LOC_00010248/LOC_00011077/LOC_00013238/LOC_00013487/LOC_00013950/LOC_00014111/LOC_00014263/LOC_00015461/LOC_00015573/LOC_00015811/LOC_00015821/LOC_00016105/LOC_00016303/LOC_00017042/LOC_00017059/LOC_00017459/LOC_00017896/LOC_00018200/LOC_00018404/LOC_00018523/LOC_00018588/LOC_00018748/LOC_00019749/LOC_00019750/LOC_00019770/LOC_00020679/LOC_00021223/LOC_00022996/LOC_00025481/LOC_00025616	50	turquoise
GO:0010824	Regulation of centrosome duplication	10/3032	12/10468	0.833333333333333	2.87708883025506	4.15430789681716	0.000147690786248748	0.00538531037663119	0.00495588851417495	LOC_00002671/LOC_00006565/LOC_00011349/LOC_00013829/LOC_00015748/LOC_00019562/LOC_00021319/LOC_00023074/LOC_00023147/LOC_00025891	10	turquoise
GO:0043633	Polyadenylation-dependent RNA catabolic process	7/3032	7/10468	1	3.45250659630607	4.14456183131721	0.000170184372404999	0.00613073823483068	0.00564187634073135	LOC_00002791/LOC_00009226/LOC_00010365/LOC_00011262/LOC_00021233/LOC_00023013/LOC_00025281	7	turquoise
GO:0032886	Regulation of microtubule-based process	34/3032	68/10468	0.5	1.72625329815303	3.83647104142467	0.000198175236404957	0.00696414413501754	0.00640882688573696	LOC_00002441/LOC_00002450/LOC_00002671/LOC_00004021/LOC_00004641/LOC_00004659/LOC_00006565/LOC_00008145/LOC_00009803/LOC_00011349/LOC_00011996/LOC_00013253/LOC_00013829/LOC_00015454/LOC_00015748/LOC_00016285/LOC_00018799/LOC_00019226/LOC_00019227/LOC_00019230/LOC_00019231/LOC_00019268/LOC_00019562/LOC_00019826/LOC_00019827/LOC_00019828/LOC_00019839/LOC_00019840/LOC_00019841/LOC_00021319/LOC_00023074/LOC_00023147/LOC_00024382/LOC_00025891	34	turquoise
GO:0009891	Positive regulation of biosynthetic process	171/3032	469/10468	0.364605543710021	1.25880304470861	3.66170656347571	0.000199436925021038	0.00696414413501754	0.00640882688573696	LOC_00000183/LOC_00000366/LOC_00000442/LOC_00000463/LOC_00000553/LOC_00000566/LOC_00000693/LOC_00000826/LOC_00000932/LOC_00002409/LOC_00002771/LOC_00003063/LOC_00003072/LOC_00003258/LOC_00003405/LOC_00003488/LOC_00003659/LOC_00003745/LOC_00003786/LOC_00003790/LOC_00003813/LOC_00003839/LOC_00004003/LOC_00004185/LOC_00004193/LOC_00004348/LOC_00004581/LOC_00004619/LOC_00004750/LOC_00004835/LOC_00004862/LOC_00004872/LOC_00005382/LOC_00005435/LOC_00005437/LOC_00005481/LOC_00006177/LOC_00006278/LOC_00006324/LOC_00006494/LOC_00006542/LOC_00006565/LOC_00006746/LOC_00006773/LOC_00006837/LOC_00006960/LOC_00007047/LOC_00007100/LOC_00007104/LOC_00007152/LOC_00007246/LOC_00007251/LOC_00007336/LOC_00007386/LOC_00007577/LOC_00007624/LOC_00007725/LOC_00008293/LOC_00008327/LOC_00008338/LOC_00008381/LOC_00008427/LOC_00008449/LOC_00008514/LOC_00008602/LOC_00008639/LOC_00009269/LOC_00009304/LOC_00009898/LOC_00010096/LOC_00010108/LOC_00010310/LOC_00010372/LOC_00010535/LOC_00010788/LOC_00010805/LOC_00011077/LOC_00011307/LOC_00011556/LOC_00011611/LOC_00011621/LOC_00011701/LOC_00011762/LOC_00012010/LOC_00012079/LOC_00012272/LOC_00012346/LOC_00012734/LOC_00012756/LOC_00012856/LOC_00012960/LOC_00013034/LOC_00013730/LOC_00013750/LOC_00014229/LOC_00014247/LOC_00014531/LOC_00015411/LOC_00015428/LOC_00015613/LOC_00015748/LOC_00015763/LOC_00015853/LOC_00015890/LOC_00016105/LOC_00016131/LOC_00016395/LOC_00016636/LOC_00016821/LOC_00016856/LOC_00017205/LOC_00017206/LOC_00017210/LOC_00017459/LOC_00017713/LOC_00017730/LOC_00017790/LOC_00017912/LOC_00018228/LOC_00018246/LOC_00018496/LOC_00018520/LOC_00018590/LOC_00019016/LOC_00019357/LOC_00019749/LOC_00019750/LOC_00019894/LOC_00019970/LOC_00020097/LOC_00020251/LOC_00020337/LOC_00020403/LOC_00020442/LOC_00020508/LOC_00020516/LOC_00020679/LOC_00020880/LOC_00021004/LOC_00021293/LOC_00021319/LOC_00021371/LOC_00021441/LOC_00021534/LOC_00021630/LOC_00021680/LOC_00021727/LOC_00021816/LOC_00021820/LOC_00022678/LOC_00022684/LOC_00022695/LOC_00022899/LOC_00022996/LOC_00023131/LOC_00023384/LOC_00023385/LOC_00023408/LOC_00023637/LOC_00023647/LOC_00023665/LOC_00024269/LOC_00024748/LOC_00025093/LOC_00025225/LOC_00025228/LOC_00025569/LOC_00025576/LOC_00025682/LOC_00025888/LOC_00026003	171	turquoise
GO:0019953	Sexual reproduction	68/3032	161/10468	0.422360248447205	1.45820154378145	3.74118658238097	0.000200306486826591	0.00696414413501754	0.00640882688573696	LOC_00003402/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00004166/LOC_00004862/LOC_00005268/LOC_00005479/LOC_00005801/LOC_00005892/LOC_00006160/LOC_00006411/LOC_00006542/LOC_00006653/LOC_00006928/LOC_00007080/LOC_00007089/LOC_00007233/LOC_00008100/LOC_00008178/LOC_00008399/LOC_00008565/LOC_00008747/LOC_00009008/LOC_00009533/LOC_00010041/LOC_00010372/LOC_00010658/LOC_00010722/LOC_00011246/LOC_00011349/LOC_00012142/LOC_00012246/LOC_00012398/LOC_00012471/LOC_00012785/LOC_00013605/LOC_00013750/LOC_00014099/LOC_00014229/LOC_00014400/LOC_00014861/LOC_00015077/LOC_00015424/LOC_00016583/LOC_00016859/LOC_00016903/LOC_00017397/LOC_00017588/LOC_00017912/LOC_00017950/LOC_00019160/LOC_00019880/LOC_00020681/LOC_00021028/LOC_00021293/LOC_00021641/LOC_00022973/LOC_00023229/LOC_00023376/LOC_00023858/LOC_00023982/LOC_00024288/LOC_00024388/LOC_00025321/LOC_00025322/LOC_00025461/LOC_00025534	68	turquoise
GO:0060271	Cilium assembly	59/3032	136/10468	0.433823529411765	1.4977785969269	3.73095056498954	0.000219773212088011	0.00755312533497877	0.00695084302961961	LOC_00000394/LOC_00003930/LOC_00003951/LOC_00004236/LOC_00004237/LOC_00004465/LOC_00004659/LOC_00005021/LOC_00005817/LOC_00006160/LOC_00007011/LOC_00007089/LOC_00007233/LOC_00008219/LOC_00008559/LOC_00008747/LOC_00009533/LOC_00010040/LOC_00010218/LOC_00011349/LOC_00011383/LOC_00011591/LOC_00012038/LOC_00012093/LOC_00012452/LOC_00012915/LOC_00013253/LOC_00014097/LOC_00014409/LOC_00015076/LOC_00016583/LOC_00016604/LOC_00016775/LOC_00016903/LOC_00017229/LOC_00017637/LOC_00017878/LOC_00018795/LOC_00019226/LOC_00019227/LOC_00019230/LOC_00019231/LOC_00019826/LOC_00019827/LOC_00019828/LOC_00019839/LOC_00019840/LOC_00019841/LOC_00020681/LOC_00021149/LOC_00022657/LOC_00023661/LOC_00024018/LOC_00024048/LOC_00024288/LOC_00024340/LOC_00024397/LOC_00025292/LOC_00025745	59	turquoise
GO:0032504	Multicellular organism reproduction	74/3032	179/10468	0.41340782122905	1.42729322975782	3.68189978511303	0.000238979161780467	0.00811986015594997	0.00747238670926007	LOC_00003402/LOC_00003495/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00004124/LOC_00004166/LOC_00004750/LOC_00004862/LOC_00005268/LOC_00005479/LOC_00005892/LOC_00006160/LOC_00006411/LOC_00006542/LOC_00006653/LOC_00006928/LOC_00007080/LOC_00007089/LOC_00007233/LOC_00008100/LOC_00008399/LOC_00008565/LOC_00008747/LOC_00009008/LOC_00009533/LOC_00010041/LOC_00010372/LOC_00010658/LOC_00010722/LOC_00011246/LOC_00011349/LOC_00012010/LOC_00012142/LOC_00012246/LOC_00012398/LOC_00012471/LOC_00012592/LOC_00012785/LOC_00013060/LOC_00013605/LOC_00013750/LOC_00014099/LOC_00014229/LOC_00014400/LOC_00015063/LOC_00015077/LOC_00015424/LOC_00015499/LOC_00015506/LOC_00015507/LOC_00016583/LOC_00016859/LOC_00016903/LOC_00017397/LOC_00017588/LOC_00017912/LOC_00017950/LOC_00019880/LOC_00020681/LOC_00021028/LOC_00021293/LOC_00021641/LOC_00022973/LOC_00023229/LOC_00023376/LOC_00023858/LOC_00023982/LOC_00024288/LOC_00024388/LOC_00025321/LOC_00025322/LOC_00025461/LOC_00025534	74	turquoise
GO:0051254	Positive regulation of RNA metabolic process	163/3032	446/10468	0.365470852017937	1.26179052734953	3.60786416497176	0.000245020477033941	0.00817826348866814	0.00752613299045187	LOC_00000183/LOC_00000348/LOC_00000366/LOC_00000442/LOC_00000463/LOC_00000553/LOC_00000566/LOC_00000693/LOC_00000932/LOC_00002409/LOC_00002651/LOC_00002771/LOC_00002791/LOC_00003072/LOC_00003258/LOC_00003405/LOC_00003488/LOC_00003659/LOC_00003745/LOC_00003790/LOC_00003813/LOC_00003839/LOC_00004003/LOC_00004185/LOC_00004348/LOC_00004581/LOC_00004619/LOC_00004750/LOC_00004835/LOC_00004862/LOC_00004872/LOC_00004900/LOC_00004901/LOC_00005041/LOC_00005302/LOC_00005382/LOC_00005435/LOC_00005481/LOC_00006177/LOC_00006278/LOC_00006324/LOC_00006494/LOC_00006502/LOC_00006565/LOC_00006746/LOC_00006773/LOC_00006837/LOC_00007047/LOC_00007100/LOC_00007104/LOC_00007152/LOC_00007251/LOC_00007386/LOC_00007624/LOC_00007725/LOC_00008293/LOC_00008327/LOC_00008338/LOC_00008381/LOC_00008427/LOC_00008449/LOC_00008602/LOC_00008639/LOC_00009226/LOC_00009269/LOC_00009325/LOC_00009898/LOC_00010096/LOC_00010108/LOC_00010310/LOC_00010365/LOC_00010535/LOC_00010639/LOC_00010805/LOC_00011077/LOC_00011246/LOC_00011307/LOC_00011556/LOC_00011601/LOC_00011602/LOC_00011611/LOC_00011621/LOC_00011701/LOC_00011762/LOC_00012010/LOC_00012022/LOC_00012079/LOC_00012272/LOC_00012346/LOC_00012734/LOC_00012756/LOC_00012960/LOC_00013034/LOC_00013730/LOC_00014229/LOC_00014247/LOC_00014531/LOC_00015411/LOC_00015428/LOC_00015613/LOC_00015748/LOC_00015763/LOC_00015853/LOC_00015890/LOC_00016105/LOC_00016131/LOC_00016395/LOC_00016821/LOC_00016856/LOC_00017205/LOC_00017206/LOC_00017210/LOC_00017459/LOC_00017713/LOC_00017790/LOC_00017912/LOC_00018080/LOC_00018246/LOC_00018496/LOC_00018520/LOC_00019016/LOC_00019357/LOC_00019749/LOC_00019750/LOC_00019894/LOC_00019970/LOC_00020097/LOC_00020251/LOC_00020337/LOC_00020403/LOC_00020442/LOC_00020508/LOC_00020516/LOC_00020679/LOC_00020880/LOC_00021319/LOC_00021371/LOC_00021441/LOC_00021534/LOC_00021680/LOC_00021727/LOC_00021816/LOC_00021820/LOC_00022678/LOC_00022684/LOC_00022695/LOC_00022705/LOC_00022760/LOC_00022899/LOC_00022996/LOC_00023013/LOC_00023131/LOC_00023384/LOC_00023647/LOC_00025093/LOC_00025225/LOC_00025228/LOC_00025281/LOC_00025569/LOC_00025576/LOC_00025682/LOC_00025888/LOC_00026003	163	turquoise
GO:0016073	snRNA metabolic process	17/3032	27/10468	0.62962962962963	2.17380044952604	3.89951976296991	0.000246168466214091	0.00817826348866814	0.00752613299045187	LOC_00002791/LOC_00004620/LOC_00004862/LOC_00005246/LOC_00006363/LOC_00008305/LOC_00009226/LOC_00009434/LOC_00010175/LOC_00010365/LOC_00011262/LOC_00013904/LOC_00014248/LOC_00014329/LOC_00021233/LOC_00023013/LOC_00023676	17	turquoise
GO:0031123	RNA 3-end processing	27/3032	51/10468	0.529411764705882	1.8277976098091	3.78393740935514	0.000269470178374935	0.00885402014660501	0.00814800516219873	LOC_00000126/LOC_00000280/LOC_00002791/LOC_00004020/LOC_00004620/LOC_00004862/LOC_00005243/LOC_00005246/LOC_00007622/LOC_00008305/LOC_00009226/LOC_00010175/LOC_00010226/LOC_00010365/LOC_00011928/LOC_00012182/LOC_00012309/LOC_00014004/LOC_00014248/LOC_00014329/LOC_00019359/LOC_00021233/LOC_00023013/LOC_00023676/LOC_00024918/LOC_00025281/LOC_00025590	27	turquoise
GO:0006289	Nucleotide-excision repair	16/3032	25/10468	0.64	2.20960422163588	3.86639908397095	0.000286418968826767	0.00930861648686993	0.00856635222555114	LOC_00005077/LOC_00006864/LOC_00006915/LOC_00009652/LOC_00009814/LOC_00010355/LOC_00010591/LOC_00012480/LOC_00014555/LOC_00016161/LOC_00016800/LOC_00017307/LOC_00020406/LOC_00021205/LOC_00023599/LOC_00024957	16	turquoise
GO:0065004	protein-DNA complex assembly	31/3032	62/10468	0.5	1.72625329815303	3.66225070819846	0.000373954771896679	0.0120228469674309	0.0110641513722458	LOC_00002528/LOC_00003212/LOC_00003570/LOC_00005431/LOC_00007636/LOC_00008094/LOC_00008565/LOC_00008611/LOC_00009331/LOC_00009440/LOC_00009554/LOC_00009801/LOC_00011091/LOC_00011578/LOC_00012405/LOC_00013189/LOC_00013864/LOC_00013897/LOC_00013941/LOC_00015117/LOC_00015347/LOC_00015428/LOC_00017028/LOC_00017235/LOC_00019069/LOC_00019176/LOC_00019731/LOC_00019800/LOC_00021083/LOC_00024953/LOC_00025953	31	turquoise
GO:0051054	Positive regulation of DNA metabolic process	34/3032	70/10468	0.485714285714286	1.67693177534866	3.62848250919046	0.00039879105912983	0.0126849496467893	0.0116734583266	LOC_00000826/LOC_00002634/LOC_00002749/LOC_00002791/LOC_00003143/LOC_00003548/LOC_00003570/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003786/LOC_00003790/LOC_00004193/LOC_00005437/LOC_00006837/LOC_00007786/LOC_00009207/LOC_00012290/LOC_00013897/LOC_00015597/LOC_00015853/LOC_00016286/LOC_00019295/LOC_00021028/LOC_00021705/LOC_00021815/LOC_00023637/LOC_00023665/LOC_00024382/LOC_00024748/LOC_00024773/LOC_00024824/LOC_00025370/LOC_00025461	34	turquoise
GO:0000478	Endonucleolytic cleavage involved in rRNA processing	9/3032	11/10468	0.818181818181818	2.82477812425042	3.86641862770042	0.000428868987487233	0.0130848803325186	0.0120414987464192	LOC_00002495/LOC_00004908/LOC_00010011/LOC_00010036/LOC_00011373/LOC_00011419/LOC_00012974/LOC_00013000/LOC_00014179	9	turquoise
GO:0000479	Endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9/3032	11/10468	0.818181818181818	2.82477812425042	3.86641862770042	0.000428868987487233	0.0130848803325186	0.0120414987464192	LOC_00002495/LOC_00004908/LOC_00010011/LOC_00010036/LOC_00011373/LOC_00011419/LOC_00012974/LOC_00013000/LOC_00014179	9	turquoise
GO:0034661	ncRNA catabolic process	9/3032	11/10468	0.818181818181818	2.82477812425042	3.86641862770042	0.000428868987487233	0.0130848803325186	0.0120414987464192	LOC_00002791/LOC_00009226/LOC_00010175/LOC_00010365/LOC_00011262/LOC_00013873/LOC_00021039/LOC_00021233/LOC_00023013	9	turquoise
GO:0071025	RNA surveillance	9/3032	11/10468	0.818181818181818	2.82477812425042	3.86641862770042	0.000428868987487233	0.0130848803325186	0.0120414987464192	LOC_00002791/LOC_00009203/LOC_00009226/LOC_00010175/LOC_00010365/LOC_00011262/LOC_00018523/LOC_00021233/LOC_00023013	9	turquoise
GO:2000045	Regulation of G1/S transition of mitotic cell cycle	12/3032	17/10468	0.705882352941177	2.43706347974546	3.78640887653709	0.000454263579325653	0.0137196777998354	0.012625677792209	LOC_00003790/LOC_00004020/LOC_00005435/LOC_00005871/LOC_00007507/LOC_00008427/LOC_00015426/LOC_00015597/LOC_00015853/LOC_00018081/LOC_00018290/LOC_00020525	12	turquoise
GO:0043628	Small regulatory ncRNA 3-end processing	10/3032	13/10468	0.769230769230769	2.65577430485082	3.81431728781466	0.000472863587451478	0.0141386212647992	0.0130112149220859	LOC_00002791/LOC_00004862/LOC_00009226/LOC_00010175/LOC_00010365/LOC_00012309/LOC_00019359/LOC_00021233/LOC_00023013/LOC_00023676	10	turquoise
GO:0007276	Gamete generation	63/3032	151/10468	0.417218543046358	1.44044977196876	3.48108131281439	0.000501590797260432	0.0147536471221895	0.0135771989358927	LOC_00003402/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00004166/LOC_00004862/LOC_00005268/LOC_00005479/LOC_00005892/LOC_00006160/LOC_00006411/LOC_00006542/LOC_00006653/LOC_00006928/LOC_00007080/LOC_00007089/LOC_00007233/LOC_00008100/LOC_00008399/LOC_00008565/LOC_00008747/LOC_00009008/LOC_00009533/LOC_00010041/LOC_00010372/LOC_00010658/LOC_00010722/LOC_00011246/LOC_00011349/LOC_00012142/LOC_00012246/LOC_00012398/LOC_00012471/LOC_00012785/LOC_00013605/LOC_00013750/LOC_00014099/LOC_00014229/LOC_00014400/LOC_00015077/LOC_00015424/LOC_00016583/LOC_00016859/LOC_00016903/LOC_00017397/LOC_00017588/LOC_00017912/LOC_00017950/LOC_00019880/LOC_00020681/LOC_00021028/LOC_00021293/LOC_00021641/LOC_00022973/LOC_00023376/LOC_00023858/LOC_00023982/LOC_00024288/LOC_00024388/LOC_00025321/LOC_00025322/LOC_00025461/LOC_00025534	63	turquoise
GO:0006282	Regulation of DNA repair	26/3032	50/10468	0.52	1.79530343007916	3.59941316826179	0.00050330167440245	0.0147536471221895	0.0135771989358927	LOC_00000454/LOC_00002634/LOC_00002771/LOC_00003126/LOC_00003143/LOC_00003649/LOC_00003650/LOC_00003652/LOC_00003790/LOC_00006837/LOC_00007786/LOC_00009892/LOC_00012290/LOC_00012772/LOC_00012960/LOC_00014250/LOC_00014811/LOC_00015597/LOC_00015853/LOC_00016800/LOC_00019295/LOC_00021028/LOC_00023665/LOC_00024382/LOC_00024773/LOC_00025461	26	turquoise
