decile	bin	mean_beta	mean_beta_a	n
D06	-4440	19.3911020682754	18.9228218084888	350
D06	-4330	17.526542905401	18.0730018275669	328
D06	-4150	17.2463653540954	17.11774590452	354
D06	-4090	21.8231344404413	21.46305453861	378
D06	-4000	20.9490016986649	20.8256844570555	373
D06	-3870	18.1887583759466	17.7584010916862	328
D06	-3820	19.0830405290491	19.0123649490323	396
D06	-3790	20.1129264969055	19.9321702086649	334
D06	-3770	19.0292580395421	19.0793540018142	357
D06	-3730	18.8166722340654	19.0395605762608	373
D06	-3550	17.812056116759	17.9400963096522	376
D06	-3240	16.2668524612658	16.5711314318792	328
D06	-3230	16.782596356256	16.7419798427885	374
D06	-2580	13.8260430414601	14.1003012534857	404
D06	-2040	12.2763394073249	12.6168122785116	412
D06	-1920	12.2929859327269	12.2146956988599	389
D06	-1830	12.9976612657151	13.0248581941933	397
D06	-1690	7.76928275344718	7.68609436818419	365
D06	-1650	10.4334362940137	10.5200436086852	347
D06	-1640	13.6735546460094	13.3543553888594	410
D06	-1520	11.205185260689	11.3611977041259	385
D06	-1510	11.3710291499739	11.6659299600805	400
D06	-1470	12.0166093366098	12.2785220790853	355
D06	-1360	12.9327713414193	13.0577084644329	389
D06	-1240	12.8583602842361	12.8760056024555	376
D06	-1030	11.148171304895	11.2152318046482	373
D06	-1000	9.64473758700436	9.77479936630252	408
D06	-980	10.4340122096044	10.6115503954572	388
D06	-950	9.58227381184507	10.0441823241077	424
D06	-810	9.05867208605068	9.06111666496759	401
D06	-800	8.08079015826327	8.13894954960575	411
D06	-760	7.82144930982841	7.94648581484601	413
D06	-680	6.44510407016588	6.35737683331455	401
D06	-620	4.73519603222011	4.65972342143592	429
D06	-590	6.13970094599099	5.78654544317796	425
D06	-530	4.96740525860758	4.84073524381004	447
D06	-430	2.82159100565759	3.05639787436754	443
D06	-420	3.60869639322516	3.63060297961692	437
D06	-380	3.42043550181544	3.32221438123762	444
D06	-230	1.78224612539298	1.66331105543969	454
D06	-90	1.66868541649615	1.77561272706346	546
D06	-60	1.61660784167903	1.6486986343296	556
D06	60	2.05076554103043	1.92014778984068	516
D06	330	3.85798097349389	3.54601161034115	415
D06	360	3.36266279354509	3.33439047514983	416
D06	520	13.7006558772207	13.8013286111583	390
D06	680	27.833284680326	28.6069035453682	328
D06	780	44.4231930936618	44.2184825501188	350
D06	810	48.0096920604291	48.7675764226642	326
D06	890	46.3783185434409	46.7342319852612	323
D06	930	48.5845832404915	48.8779266652031	327
D06	1660	57.8612526842201	58.1967018111042	362
D06	1790	59.5372180400958	60.3556979910351	354
D08	1930	61.4785427431744	61.7957325524915	355
D08	1520	62.5202910012175	62.46513175697	346
D08	1020	54.3522921423949	54.645255120195	329
D08	910	46.5440147447723	47.0919806868291	328
D08	610	28.139933804628	27.6167766682215	350
D08	230	2.59545011662225	2.75427679644646	546
D08	-280	3.27747112756984	3.49297704007163	451
D08	-420	2.23916150642103	2.43568170746428	461
D08	-510	4.08689854478359	3.80375207003683	433
D08	-550	3.42610365268115	3.44840004164647	421
D08	-610	2.58235904998355	2.52789922988685	424
D08	-620	3.83631031528605	3.377726984457	425
D08	-740	6.06487218623692	5.69753858719072	419
D08	-820	9.58836662196126	9.39220751944145	412
D08	-920	8.97751965860282	8.97026633434486	431
D08	-1130	9.76833749668992	10.0349261980252	392
D08	-1170	8.53897098085251	8.49708512699053	395
D08	-1190	10.2053831918303	10.0518445002549	392
D08	-1460	9.55145241264581	9.44796734636664	386
D08	-1690	10.1734959461331	9.98311801709035	407
D08	-1750	9.43906865561535	9.53528256150634	395
D08	-1770	9.05036749422164	9.25066423209252	397
D08	-2330	9.47383961052222	9.30457241387498	422
D08	-3970	16.8102580070323	17.4760505866398	371
D08	-4040	13.0750800917683	12.9031916807822	336
D08	-4260	14.2235770799528	14.3356426468649	387
D08	-4600	18.6157488407324	18.8242188949907	407
D08	-4880	21.0208413857112	20.7520054396878	354
D01	1940	7.55870588809587	7.61532760695881	308
D01	1910	6.48152975803435	6.71971378551212	284
D01	1900	4.73164263996815	4.80408179390807	299
D01	1800	6.67846284304593	6.46978907131247	307
D01	1720	7.63183738241716	7.47750842641613	328
D01	1700	5.0128133551686	5.00538155050323	331
D01	1620	4.08847840200251	4.37488875948967	281
D01	1380	3.48227486518179	3.79224481502752	289
D01	1370	4.80959051589112	4.97104339120148	292
D01	1340	3.80241025632315	3.54869240835809	294
D01	1290	6.53144853031145	6.656652648974	319
D01	1190	4.15922919536538	4.30750619313878	306
D01	1160	4.67103008091034	4.50728941967699	309
D01	1150	3.5418927145477	3.79458027286538	317
D01	1100	3.76575042691015	3.87088066326772	323
D01	900	4.73377477679072	4.43772097781348	321
D01	830	3.52412422803282	3.31293525290244	305
D01	810	4.63108528759014	4.80660275291488	314
D01	640	4.5579628841928	4.62894563654854	338
D01	500	2.40053820536536	2.10949540085766	343
D01	470	2.45559646818747	2.49039944363696	322
D01	430	2.56011808332763	2.59606799509314	319
D01	300	2.11662915242783	2.29059607445831	338
D01	230	1.02802460228598	1.12634948335295	363
D01	30	1.98888709354631	1.88614856401993	421
D01	-10	2.06172925578882	2.04063725624492	451
D01	-90	1.4941417197799	1.50939116545306	400
D01	-100	1.6459610749554	1.87133603664536	388
D01	-110	0.992227240585505	1.1338064908253	407
D01	-170	1.68838172496508	1.61032068921851	333
D01	-210	1.064705920956	1.0499215552864	355
D01	-230	1.40539752908512	1.34243798585715	340
D01	-250	1.99982402659316	2.0527597096061	323
D01	-290	0.89374302658814	0.709052102325295	329
D01	-300	1.79166720723294	1.99884072808446	345
D01	-330	0.968326792388094	0.932381206613203	337
D01	-360	1.34498828722776	1.26494559012675	341
D01	-440	0.944038742734636	0.954443091014244	318
D01	-550	1.71982387000487	1.70327863987173	312
D01	-610	1.66540613013333	1.62929649019313	300
D01	-620	2.37180494612127	2.5214019475305	295
D01	-630	1.98065673332368	2.03230849766042	307
D01	-670	1.92876394623973	2.01860836679809	311
D01	-680	2.50444462242089	2.5670720118988	337
D01	-980	1.37291043422605	1.06507792307833	331
D01	-1020	3.46014005246424	3.34928146277844	332
D01	-1110	3.85233763750808	3.86450947822736	312
D01	-1160	2.3353989965255	2.51559065351101	268
D01	-1290	4.12148209242874	4.10095388633963	288
D01	-1300	3.58743539889895	3.48790961625695	292
D01	-1370	2.31441136842601	2.38582992586533	298
D01	-1470	3.09269889449883	2.90231529369885	327
D01	-1620	3.70830597448722	3.50444662919539	289
D01	-1630	4.87409902272652	4.99420336485503	287
D01	-1680	2.98030519576978	3.10242734380917	299
D01	-1720	3.73080442192462	3.81143520292234	320
D01	-1750	3.50058309293475	3.32293769290218	301
D01	-1970	3.6890174731866	3.8210898512199	312
D01	-2040	5.260874593097	4.98438732542073	318
D01	-2060	5.81257000201318	5.73462592494214	311
D01	-2100	4.19115425985705	4.22084641630774	273
D01	-2150	4.58873149025795	4.60136247142688	286
D01	-2290	3.99685139904485	4.07063446275726	289
D01	-2300	5.04875811848246	4.93508943933407	302
D01	-2390	3.75521261295456	3.73012044020858	314
D01	-2400	3.29544610874271	3.21983423873845	307
D01	-2420	3.87833393946383	3.69647092380339	287
D01	-2480	5.33792346840117	5.21790652453067	300
D01	-2500	4.92258098023777	4.49457958324166	286
D01	-2530	5.88489652676089	5.96317532440143	285
D01	-2560	4.98858730449346	5.00394267623118	317
D01	-2680	5.24078674376838	5.42049812988456	301
D01	-2700	3.55822766199711	3.41819578967866	314
D01	-2760	5.97883886553777	5.977893896088	292
D01	-2850	4.42897152034316	4.5989120408949	325
D01	-2900	6.21365180552548	5.96661482496892	306
D01	-2920	6.33924817026432	6.56248043910471	318
D01	-2960	4.78927696309772	4.83338572921696	295
D01	-2980	5.27383232588011	5.3045214299253	317
D01	-3000	6.36434025249413	6.15356580265281	271
D01	-3080	5.54889987931122	5.73506470541006	290
D01	-3140	5.34485962940642	5.20499476930452	282
D01	-3230	5.87293952027002	5.95450222360898	312
D01	-3430	6.34915926351534	6.14611647966574	320
D01	-3650	5.75547214530079	6.16009762543765	300
D01	-3720	8.21237233559237	8.51129818706737	254
D01	-3790	6.89246387517385	6.88233420038359	309
D01	-3830	5.17611747293989	5.51132856909681	277
D01	-3880	8.23066241430949	8.21782691732032	281
D01	-3980	5.74349350580116	5.77042280825698	278
D01	-4040	5.69858554801911	5.99071711466619	258
D01	-4100	6.14276472096747	5.96334201831036	276
D01	-4120	6.8277198624949	6.52264662886279	296
D01	-4140	4.94120433886938	5.50380346439487	244
D01	-4180	8.84270248548481	8.48340445883292	273
D01	-4190	6.47406309056196	6.22315766298496	221
D01	-4260	5.9329597224957	6.07695397978161	256
D01	-4430	8.38419953231126	8.10869018213421	294
D01	-4520	6.40793484375371	6.49790185854173	260
D01	-4570	8.77085831691702	8.67781887835257	283
D10	1950	57.7498517406185	57.6663408066576	377
D10	1900	58.9032998267597	58.7620132846605	355
D10	1880	56.5187992367918	56.0945207437689	395
D10	1860	56.4531652550304	56.6906105397755	352
D10	1820	54.328072453241	54.9467272197953	369
D10	1790	57.0926393210807	56.9519746053423	348
D10	1760	57.6707092102758	58.0947489056197	364
D10	1620	54.0890723011037	53.8425759221678	363
D10	1510	52.3268775420973	52.6428900680143	369
D10	1480	53.7401978658062	53.9388120828697	352
D10	1370	60.0657236635725	60.3920938167017	339
D10	1290	54.212712049977	54.4860907656592	346
D10	1260	49.990392102038	50.1844347143088	344
D10	1110	48.4681250441248	48.7615834255107	353
D10	1010	47.5128980210346	47.4826162985452	305
D10	990	45.8060185676167	46.2677913570761	344
D10	950	40.3854936000601	40.9488302485122	363
D10	910	36.5668983650998	37.7559681408936	330
D10	880	34.6224645101038	35.812441497653	342
D10	850	36.352029501354	37.1651973403544	350
D10	840	36.0470492674329	36.9102656463462	340
D10	780	31.5203627759123	31.5045004958036	351
D10	740	25.6103566188307	26.1866565116453	360
D10	720	21.6670689691071	21.74546089383	383
D10	700	16.5545438477697	17.3920817839213	338
D10	690	17.6884784973599	18.7286305106124	370
D10	670	20.7414777053085	20.3718055133851	341
D10	610	13.5379092282904	13.467893733074	386
D10	600	12.6462361911477	12.1487263072979	368
D10	530	5.94058763129433	5.78955305844788	423
D10	510	4.50792628774698	4.74136179129997	420
D10	500	3.74581055678718	3.43436598835254	412
D10	450	2.91231236327687	2.78614537059655	438
D10	360	1.09275226250053	0.849149557113814	460
D10	340	1.49289058845779	1.54771175014026	431
D10	230	2.12456806065962	2.11736537323561	636
D10	0	1.04390522984478	0.965526488216866	865
D10	-100	1.97523361505065	1.85246542593195	525
D10	-170	1.66888060082526	1.55652641458685	446
D10	-180	2.60695845515396	2.67380566169264	484
D10	-420	2.89140905962883	2.60315164070717	449
D10	-920	6.42849334320025	6.25716474583719	421
D10	-1090	8.18759828994061	8.12644503118152	436
D10	-1130	7.8489458294638	7.56722696821539	404
D10	-1160	8.2760738872459	8.10426807203088	442
D10	-2900	6.39979014362151	6.26924783864373	408
D10	-2910	7.59725444166621	7.42512834429423	422
D10	-2920	7.28375029635392	7.26348124204043	398
D10	-2950	8.29938555166493	8.41960721233096	405
D10	-3010	10.3468680108517	10.5614780937758	431
D10	-3060	10.2234374293338	10.0869951987082	432
D10	-3260	10.9704916382299	11.1459574018589	387
D10	-3290	9.67585801539613	9.80881513030808	424
D10	-3300	10.2903178981517	10.2158876935123	425
D10	-3350	9.43944197460696	9.62590031613955	400
D10	-3640	10.1524371656198	10.2811749696079	391
D10	-3690	10.1891046909739	10.1730074689697	451
D10	-3700	8.90017123990817	8.92832240973154	405
D10	-3740	10.8380181690905	10.99888380134	397
D10	-3800	12.1212344503597	11.9624118807363	398
D10	-4190	10.6839575641374	10.585065234162	393
D10	-4260	11.8572591421131	12.1058554403524	398
D01	-4730	9.19689063326953	9.41742953896963	249
D01	-4510	6.86603326888602	7.31430335043503	272
D01	-4460	9.26198875249713	9.18121382935892	244
D01	-4390	8.59309346368457	8.43493504963069	256
D01	-4360	4.60365834858662	4.67206348472955	292
D01	-4290	8.00791625728264	7.55031814779572	272
D01	-4250	6.57570067426078	6.70198181911512	283
D01	-4240	9.38919165833275	9.5092043622542	266
D01	-3850	9.21760769227821	9.24899727421765	270
D01	-3810	5.51862418652167	5.34394631579007	282
D01	-3780	9.77915709171822	9.87626445754679	266
D01	-3770	8.21805308573104	8.32040738879992	270
D01	-3760	8.52428488810105	8.31972831088295	276
D01	-3730	5.80570936645281	5.737155984966	272
D01	-3670	6.96639383082978	7.39885564256738	247
D01	-3530	4.43109229999467	4.4638958699095	293
D01	-3520	6.28031220933632	6.68994685528537	268
D01	-3510	4.91226800956632	4.69587666756779	270
D01	-3500	6.46376943306083	6.46282636125631	302
D01	-3350	5.51428094127591	5.42951223682815	317
D01	-3340	4.64434571709251	4.90800160285513	281
D01	-3300	5.28116453250158	5.23451349912981	308
D01	-3290	4.57633404025564	4.43538776995723	259
D01	-3270	5.98847934906996	5.77992947376698	307
D01	-3030	3.92288419480186	3.91947426828416	280
D01	-2590	3.24412798510571	3.54259147245581	279
D01	-2450	4.64882946981176	4.4635943869674	318
D01	-2260	4.46912720278864	4.50349297471383	297
D01	-2200	4.30116863619967	4.15205110155434	304
D01	-1990	4.80062382412992	4.96397859845993	318
D01	-1980	3.13350322598724	3.40445535098969	324
D01	-1880	3.78922157905242	4.06662563317024	316
D01	-1650	3.868253584031	3.84032108000354	320
D01	-1480	2.99538627371091	3.01514132586237	311
D01	-1030	2.45422848844359	2.49283797198299	318
D01	-940	4.18469364766773	4.28357174749716	305
D01	-920	1.56318111979191	1.57743636805605	295
D01	-910	2.92845779684764	3.1471782603491	324
D01	-820	3.34459736548301	3.43520946698464	334
D01	-810	3.47580794475316	3.3709845156125	299
D01	-780	2.00692440102429	2.03449970726486	308
D01	-760	2.03084825872397	1.86972725162193	300
D01	-720	1.7508538318182	1.78729531479956	291
D01	-600	3.08424581736879	2.80134516054479	293
D01	-460	2.15042820696237	2.18818621588101	299
D01	-260	1.65036125146468	1.74225363295104	362
D01	-240	1.31533571730652	1.33771008169086	352
D01	100	2.18566414354214	1.96526440990641	354
D01	190	1.68230496738401	1.6822976167497	374
D01	210	1.01089539662121	1.21874445461093	369
D01	240	2.0944931464331	2.01764376907541	335
D01	310	1.45910710266209	1.29461689936098	355
D01	540	4.51638250189188	4.53147591928134	335
D01	620	3.30036119435104	3.01503659308083	333
D01	690	3.07539841129624	2.9882174663731	281
D01	740	3.45086133380862	3.55964137801808	296
D01	910	5.00331780983048	5.1143110009078	302
D01	980	4.48383502542302	5.10359585490814	308
D01	1010	5.96619294554973	6.20293231721516	309
D01	1040	2.94011391152298	3.21759174526303	318
D01	1070	9.16561456245794	9.14983905646731	334
D01	1210	3.55848980058867	3.6371246336782	274
D01	1240	6.61051025032777	6.81842029872911	314
D01	1360	4.74061405436763	4.82124805076703	286
D01	1420	6.85289077052453	7.18304789633276	307
D01	1490	5.66224504635456	5.86140010557849	300
D01	1520	4.44463432516916	4.75373779499181	302
D01	1550	4.33737329109546	4.30413559017549	301
D01	1730	5.78293969925231	5.99082341234895	327
D01	-5000	9.10885722367684	9.3483503779593	313
D01	-4980	7.34059451743581	7.54745496225675	271
D01	-4950	10.0654708877637	10.0695190347068	259
D01	-4470	7.98039371663347	8.04075707280862	257
D01	-4440	8.57095259250898	8.43387475813221	258
D01	-4410	10.6423277274148	10.6980196026612	243
D01	-4310	7.39518174451529	7.51871885572126	285
D01	-4230	5.40997866399399	5.52284247171174	263
D01	-4220	6.49957480812166	6.60704632184791	257
D01	-4060	8.90642064968627	9.09616678697463	277
D01	-4000	7.03318373777155	6.92531022921911	275
D01	-3890	9.51831401535142	9.26928424738003	278
D01	-3590	6.02025288826277	5.92307886178432	253
D01	-3410	6.34426557337754	6.10568235552918	295
D01	-3280	8.16589036025611	8.10527215560329	308
D01	-3150	6.44572671947433	6.69454460489155	286
D01	-3070	4.72681709688451	4.94943720642851	291
D01	-3020	6.55328784137674	6.36348299026701	299
D01	-2880	5.65037151559723	5.63455922997845	301
D01	-2770	5.1389396523339	4.71923411272585	305
D01	-2640	3.6378321606375	3.80107097392215	290
D01	-2130	4.99979260560542	5.06205185202203	315
D01	-1740	4.20896189048837	4.42378477218264	312
D01	-1140	2.24490733651025	2.49606464577938	300
D01	-1050	2.8628935495897	3.01215522781221	305
D01	-970	2.16717190986637	1.79588396609575	316
D01	-960	2.72241615560895	2.66682960232815	321
D01	-930	3.8490955214888	3.72751844469285	340
D01	-870	2.7177633127336	2.66469904043341	310
D01	-740	1.99331733530796	2.24090415892917	306
D01	-690	1.34660598974569	1.38329624052379	291
D01	-580	2.93930162347576	2.81494499674501	312
D01	-540	1.67666921099784	1.61078421680639	294
D01	320	1.82763285469527	1.81102375642487	337
D01	360	2.43122482791783	2.38048808277661	336
D01	490	2.2693925890809	2.57140840935023	311
D01	1170	4.45637690823293	4.16831929694025	299
D01	1200	6.05774475482119	6.08534693906204	308
D01	1610	6.73277475889133	6.13781175998254	284
D01	1630	4.91578928914257	5.0203011139305	330
D01	1660	4.44901481021376	4.38558966320538	318
D01	1820	2.16990022079651	2.18501524388042	310
D01	1920	4.18410628116299	4.20719624477485	302
D01	1970	6.46384036181529	6.03840759797862	291
D02	1980	14.8150093704289	15.0059652756886	235
D02	1920	13.6031728445776	13.4791401352063	244
D02	1840	19.2183015946507	19.4770129887863	243
D02	1780	14.1426061875929	14.2767901486157	275
D02	1770	15.2727067746485	15.1379617353591	227
D02	1750	14.6087020033452	14.3736129075452	219
D02	1720	14.4836250463056	14.3902847682327	262
D02	1710	13.7507827423266	13.8463714062363	253
D02	1690	11.938309404546	12.1037487725979	257
D02	1650	16.2376164838488	15.9884362592827	284
D02	1630	15.6422871626502	15.9457043500945	276
D02	1580	11.4886012685179	11.9090141097832	243
D02	1560	14.8224341245672	14.7637402637935	262
D02	1550	15.2936764547094	15.2828025021587	239
D02	1530	13.2378200986301	13.2476917205506	248
D02	1520	13.1445001925316	13.0940894756827	267
D02	1500	14.5530252708486	14.5528544636432	264
D02	1490	12.614945253101	12.5301368622046	242
D02	1480	13.8733373588068	13.8569359830349	248
D02	1470	15.7828708126717	16.0120256125137	229
D02	1460	12.3710685358291	12.3219664463525	221
D02	1420	14.3097254188422	14.273962750281	247
D02	1370	15.4173138383744	15.3467704158258	257
D02	1360	14.4672162579483	14.6756866207594	271
D02	1310	13.8470658888754	13.9697558957815	257
D02	1270	13.281765652558	13.4912420934713	229
D02	1240	10.1432626317931	10.3172080675468	275
D02	1220	13.4938822880204	13.7555398838312	265
D02	1190	16.4120418707779	16.3543345429492	259
D02	990	13.1416625008453	13.2735005948582	258
D02	950	14.8325789639808	15.2168972506921	239
D02	930	16.3296800518943	16.3138647768786	255
D02	910	14.5127869322142	14.1725314331203	253
D02	890	9.35283067745936	9.05086503960673	259
D02	870	11.4033951432901	11.3538575962878	246
D02	860	10.4571551739875	10.9064614864761	253
D02	850	10.4898792584611	10.3412146361475	252
D02	840	14.6619589216982	14.9675275419409	283
D02	830	13.1880368425032	12.8576110382463	226
D02	790	13.744631080177	14.0720379640139	241
D02	780	13.0972336055346	13.2737128495826	263
D02	750	11.161516830217	11.212302038387	287
D02	740	9.86041345274671	9.89304591036559	272
D02	730	14.1233271012813	14.4322856172612	268
D02	620	9.46336919775704	9.23153192578478	259
D02	590	10.3328048800199	10.8984749927039	252
D02	420	6.57799013070116	6.92691999345282	282
D02	110	3.22079591072623	3.44802040631371	342
D02	80	3.65906685342083	3.8627306669871	344
D02	70	3.03169322603892	2.91898494002374	370
D02	20	4.458532035256	4.44841402376208	418
D02	10	3.66261774931237	3.78254069906967	421
D02	0	4.49112961741901	4.31714278274423	410
D02	-20	2.73580179325615	2.91767933402223	374
D02	-80	1.84199723005501	1.9277508135229	362
D02	-110	3.82985263472514	3.72174058687791	355
D02	-120	3.12577064324931	3.33343304937784	327
D02	-130	3.24658159420684	3.30870645009311	366
D02	-140	3.10504586293166	3.14549532508839	347
D02	-160	4.78512465164599	4.57523430381761	322
D02	-190	3.79248490170405	4.26334211537751	293
D02	-200	3.96154078432013	3.81803984597298	307
D02	-230	6.27026058325053	6.2996881325278	292
D02	-260	3.74508011244816	3.63125991364633	303
D02	-290	4.14626963888173	3.90231856146761	265
D02	-330	4.54693158552649	4.56754155276364	259
D02	-340	5.84670349577183	5.68565229264546	295
D02	-360	4.64507424249688	4.38359012738444	292
D02	-400	6.82809150500479	6.84212313494106	249
D02	-410	5.51616989842056	5.48036568270482	297
D02	-420	5.80949841348552	5.58862307828729	288
D02	-430	4.55152336196199	4.44590261289766	262
D02	-450	5.55953435747185	5.78491509747604	265
D02	-460	5.93316503414956	6.49063543848575	293
D02	-480	3.16804906805176	3.09060296265197	250
D02	-490	5.72305568945562	5.62146743181584	274
D02	-510	6.06586320731765	5.97469192644323	278
D02	-530	5.17265125926263	5.05146453036725	276
D02	-600	5.91028805767368	5.73684632571567	270
D02	-680	5.12833655224308	4.82021572971805	286
D02	-690	5.3642219843028	5.35446162713374	285
D02	-780	5.13067169304573	4.92086512322955	268
D02	-790	5.42528871542671	5.37177170070809	285
D02	-820	6.49470064413291	6.17418287133812	247
D02	-850	3.4160423128343	3.1531097262248	288
D02	-940	4.28817409921033	4.14699877727407	264
D02	-970	3.43444214788355	3.75958539289609	289
D02	-1000	6.04420758596642	5.69766614775693	286
D02	-1150	5.88380997373232	5.9885153145178	272
D02	-1170	8.35209763336042	8.66350138614167	265
D02	-1180	6.50082264158739	6.51937507643323	265
D02	-1240	5.54397480001723	5.50068611264563	280
D02	-1280	10.3873734779178	10.3309064026834	262
D02	-1300	7.10251690401549	7.21932413794801	266
D02	-1320	9.14370342808905	8.91269515077994	269
D02	-1340	8.18874459146823	8.23136268655477	271
D02	-1370	10.0281300649207	9.57318203865975	259
D02	-1580	6.95556855857783	7.21346583427534	254
D02	-1890	7.57519338997734	7.53901706644332	248
D02	-1980	7.62998575489523	7.63713801163837	259
D02	-2030	5.93740143400234	6.41915742895929	232
D02	-2110	7.22505451868888	6.93429391263026	230
D02	-2150	4.4382527840345	4.24549815785407	248
D02	-2160	10.1496296041297	10.3802488716909	252
D02	-2180	9.9096414664618	10.0334974291678	242
D02	-2190	8.75557327112195	8.57955767936949	237
D02	-2210	7.6588580400348	7.65199294996265	239
D02	-2220	6.87610545893874	7.20761467736922	247
D02	-2260	7.95143158571752	8.09014774870008	267
D02	-2270	8.69257522519304	8.6922530960978	247
D02	-2280	5.70685381497361	5.86425038598995	247
D02	-2320	8.12365448168314	8.20798013954949	271
D02	-2330	9.01989623182548	9.54248641942642	257
D02	-2340	9.27203630547519	9.28583301060181	266
D02	-2380	10.1750729046181	9.72349891743472	271
D02	-2490	9.49329846572155	9.59803000778185	255
D02	-2580	9.32216363385822	9.14655352681141	235
D02	-2600	9.22318421955501	9.41902655720585	246
D02	-2650	5.69037029565252	5.89153529600281	252
D02	-2740	6.66139789031123	6.45653096051599	253
D02	-2760	9.89033500132454	9.6601982271204	260
D02	-3350	8.75108225404498	8.82810758952555	209
D02	-3490	8.76221556056945	8.9289089807616	224
D02	-3520	7.47697315804997	7.27009637076592	235
D02	-3530	11.8641358021353	11.6606128141117	275
D02	-3540	7.17073579722372	7.54645602810368	254
D02	-3570	8.90220968085313	8.99846417411609	251
D02	-3600	11.7109734832572	11.9912109540127	232
D02	-3660	7.60743397509384	7.56049924681581	250
D02	-3710	7.62327333335213	7.60928483500666	253
D02	-3750	10.1392545291165	9.80721042858664	231
D02	-3800	5.38062815564446	5.35541322806318	245
D02	-3850	11.2731630132011	10.9875758743667	229
D02	-3890	10.1670090746217	9.95476789733906	275
D02	-3940	6.26794194445111	6.36575191196683	234
D02	-3980	9.79147434698335	9.84572051616697	244
D02	-4300	10.1905333693622	10.2201461153332	243
D02	-4320	11.5383322312605	11.6219134194791	261
D02	-4340	10.0539935742377	10.3973369890725	246
D02	-4450	9.53344603478645	9.28486114712472	244
D02	-4470	14.7934328005598	14.2831118786209	230
D02	-4500	8.87050451862189	8.64254272001679	244
D02	-4510	10.4167699753273	10.2386805040973	236
D02	-4560	11.1215561993903	10.8938164354564	245
D02	-4570	8.08040436205592	8.4154800357549	262
D02	-4600	11.2448815428747	11.7299157586467	248
D02	-4670	9.30593452820447	9.10010554254304	249
D02	-4680	7.79683909668603	7.91794890194337	243
D02	-4700	7.7845623221654	7.76990439257909	236
D02	-4710	9.60155323735509	10.1103327798684	238
D02	-4730	9.1964347676966	9.40003215023183	283
D02	-4770	11.1316316291325	11.4267146246998	227
D02	-4820	9.04664884937527	9.33414702023211	211
D02	-4840	10.3108890747789	10.1340407175648	215
D02	-4850	10.6942279054266	10.5951159469355	214
D02	-4860	10.1194081982394	10.2787683972788	275
D02	-4880	10.2950870627699	10.1917397211844	242
D02	-4900	7.06824009088101	7.09323960337047	208
D02	-4910	9.92268120814692	10.0222164252561	247
D02	-4930	10.5625330197757	10.5503900767486	241
D02	-4940	9.6608545868498	9.79812241245381	245
D02	-4950	12.1756709621962	12.4898645382045	235
D06	-2900	15.8500219381641	15.7287881658434	346
D06	-2890	14.6608487217752	14.9661303523068	362
D06	-2300	9.78981550181482	9.51447998040169	375
D06	-2250	10.9437196531036	11.04416914244	388
D06	-2160	12.6469757862326	12.6775037204275	373
D06	-1720	10.7805825098129	10.7736545601349	431
D06	-1590	12.3105072663241	12.3591749581125	386
D06	-1560	10.9174560876976	11.3400714506341	398
D06	-1500	12.2504577466652	12.2528443717103	402
D06	-1330	11.5129079924313	11.7245524838492	381
D06	-1020	12.7854727448494	13.1207497151708	378
D06	-840	12.2531931479001	11.8253893119165	401
D06	-790	8.3299107449894	8.31624959781503	407
D06	-700	4.41199829823307	4.45032548752636	421
D06	-690	5.71115722416108	5.92718284909444	421
D06	-520	4.91675391568519	4.92649442762284	455
D06	-360	2.52687687997781	2.53460662420577	420
D06	-180	2.23527900612949	2.21438940609112	423
D06	50	1.7566798630342	1.75256838107042	557
D06	110	1.50245587271386	1.51384630441317	482
D06	490	8.43630351952081	8.3636233951625	372
D06	630	32.163880896651	31.9162816515464	323
D06	790	47.0194191310683	46.9355016853446	350
D06	860	42.2211748056766	42.9248173695719	311
D06	870	42.6652796536439	42.7515264414622	338
D06	910	47.2894397318874	47.6455373814909	321
D06	970	58.3010821204779	58.5737751081244	338
D06	1130	50.1165708256532	49.7064169845772	349
D06	1180	53.3549339781	53.7070640852724	352
D06	1250	57.8907530474953	58.1788408551076	361
D06	1300	55.3552147100014	55.7759149766494	367
D06	1320	58.5753461439611	59.702987377652	341
D06	1340	55.917352302999	56.0308695243564	359
D06	1350	52.469412710486	52.5949231335055	303
D06	1570	56.0519056054372	56.603144237956	380
D06	1600	53.8302251796326	54.2969027565904	327
D06	1960	55.2747778015011	55.776636591608	367
D04	-4470	16.8197811733596	16.7225126642129	334
D04	-4460	17.4202828338947	17.5528992681523	300
D04	-4050	16.6488401782954	16.7176575664955	355
D04	-3910	14.6413796203127	14.7291340863549	352
D04	-3880	15.2409980287247	15.4576450806768	352
D04	-3680	14.7082939845965	14.4598682726866	361
D04	-3510	13.3372199501245	13.194810809192	348
D04	-3350	15.5008500003586	16.3042880547944	350
D04	-3330	14.583317036599	14.8690301721272	345
D04	-2880	12.3266768354979	12.333952913047	347
D04	-2820	10.555146420601	10.4223390080951	340
D04	-2780	11.8100133481934	12.1410402242302	346
D04	-2750	13.2943247572346	13.4513045242657	348
D04	-2640	12.2254379965069	12.1074971232416	378
D04	-2600	15.3470871499529	14.9522270485974	327
D04	-2450	12.0372735575004	12.2454838505302	337
D04	-2300	14.7025483203943	14.7097798829316	407
D04	-2220	14.4198341381727	14.3019892085975	342
D04	-1790	7.60391684859673	7.64925062553631	382
D04	-1780	10.3678115000562	10.4757572550689	355
D04	-1740	12.0713091954096	12.1733108415009	361
