motif_name	OR	p	n_spike	n_flank	padj	log2OR	neglog10p
MYB	0	1	11786	0	1	-6.64385618977472	0
MYCN	0	1	2168	0	1	-6.64385618977472	0
MYF5	0	1	2411	0	1	-6.64385618977472	0
MYOD1	0	1	3993	0	1	-6.64385618977472	0
MYOG	0	1	2786	0	1	-6.64385618977472	0
MZF1	0	1	3202	0	1	-6.64385618977472	0
NEUROD1	0	1	3481	0	1	-6.64385618977472	0
Neurod2	0	1	10092	0	1	-6.64385618977472	0
Nfat5	0	1	3797	0	1	-6.64385618977472	0
Nfatc1	0	1	14821	0	1	-6.64385618977472	0
Nfatc2	0	1	4665	0	1	-6.64385618977472	0
NFATC3	0	1	14821	0	1	-6.64385618977472	0
NFATC4	0	1	4357	0	1	-6.64385618977472	0
Nfe2l2	0	1	2822	0	1	-6.64385618977472	0
NFIA	0	1	11311	0	1	-6.64385618977472	0
NFIB	0	1	3302	0	1	-6.64385618977472	0
NFIC	0	1	6278	0	1	-6.64385618977472	0
NFIL3	0	1	2453	0	1	-6.64385618977472	0
NFIX	0	1	14182	0	1	-6.64385618977472	0
NFKB2	0	1	1661	0	1	-6.64385618977472	0
NFYA	0	1	3533	0	1	-6.64385618977472	0
NFYB	0	1	3853	0	1	-6.64385618977472	0
NFYC	0	1	4136	0	1	-6.64385618977472	0
NHLH2	0	1	3107	0	1	-6.64385618977472	0
Nkx2-1	0	1	5355	0	1	-6.64385618977472	0
NKX2-2	0	1	3123	0	1	-6.64385618977472	0
NKX2-3	0	1	2178	0	1	-6.64385618977472	0
NKX2-4	0	1	3846	0	1	-6.64385618977472	0
NKX2-5	0	1	3852	0	1	-6.64385618977472	0
NKX2-8	0	1	4377	0	1	-6.64385618977472	0
Nkx3-1	0	1	2910	0	1	-6.64385618977472	0
Nkx3-2	0	1	2424	0	1	-6.64385618977472	0
NKX6-1	0	1	7580	0	1	-6.64385618977472	0
NKX6-2	0	1	10894	0	1	-6.64385618977472	0
NKX6-3	0	1	1477	0	1	-6.64385618977472	0
Nobox	0	1	12512	0	1	-6.64385618977472	0
NOTO	0	1	4188	0	1	-6.64385618977472	0
Npas2	0	1	2195	0	1	-6.64385618977472	0
Npas4	0	1	2428	0	1	-6.64385618977472	0
NR1D1	0	1	2814	0	1	-6.64385618977472	0
Nr1H2	0	1	10429	0	1	-6.64385618977472	0
Nr1h3::Rxra	0	1	2664	0	1	-6.64385618977472	0
Nr1H4	0	1	10429	0	1	-6.64385618977472	0
NR1H4::RXRA	0	1	3341	0	1	-6.64385618977472	0
NR1I2	0	1	2777	0	1	-6.64385618977472	0
NR1I3	0	1	2163	0	1	-6.64385618977472	0
NR2C1	0	1	10429	0	1	-6.64385618977472	0
NR2C2	0	1	14900	0	1	-6.64385618977472	0
Nr2e3	0	1	6149	0	1	-6.64385618977472	0
NR2F2	0	1	3376	0	1	-6.64385618977472	0
Nr2f6	0	1	3892	0	1	-6.64385618977472	0
NR3C1	0	1	1783	0	1	-6.64385618977472	0
NR3C2	0	1	1842	0	1	-6.64385618977472	0
NR4A1	0	1	4602	0	1	-6.64385618977472	0
NR4A2	0	1	4629	0	1	-6.64385618977472	0
NR4A2::RXRA	0	1	3263	0	1	-6.64385618977472	0
NR5A1	0	1	2969	0	1	-6.64385618977472	0
Nr5A2	0	1	2632	0	1	-6.64385618977472	0
NR6A1	0	1	2915	0	1	-6.64385618977472	0
Nrf1	0	1	3381	0	1	-6.64385618977472	0
NRL	0	1	3344	0	1	-6.64385618977472	0
Olig2	0	1	6636	0	1	-6.64385618977472	0
ONECUT1	0	1	2798	0	1	-6.64385618977472	0
ONECUT3	0	1	3776	0	1	-6.64385618977472	0
OSR1	0	1	2560	0	1	-6.64385618977472	0
OSR2	0	1	3436	0	1	-6.64385618977472	0
OTX1	0	1	8249	0	1	-6.64385618977472	0
OTX2	0	1	2051	0	1	-6.64385618977472	0
OVOL1	0	1	1283	0	1	-6.64385618977472	0
OVOL2	0	1	1759	0	1	-6.64385618977472	0
PATZ1	0	1	8471	0	1	-6.64385618977472	0
PAX2	0	1	2550	0	1	-6.64385618977472	0
Pax7	0	1	2931	0	1	-6.64385618977472	0
PBX1	0	1	3154	0	1	-6.64385618977472	0
PBX2	0	1	3143	0	1	-6.64385618977472	0
PBX3	0	1	3838	0	1	-6.64385618977472	0
PDX1	0	1	10894	0	1	-6.64385618977472	0
PHOX2B	0	1	4108	0	1	-6.64385618977472	0
PITX3	0	1	8249	0	1	-6.64385618977472	0
PKNOX1	0	1	3672	0	1	-6.64385618977472	0
Plagl1	0	1	3959	0	1	-6.64385618977472	0
PLAGL2	0	1	2599	0	1	-6.64385618977472	0
POU1F1	0	1	3436	0	1	-6.64385618977472	0
POU2F1	0	1	2674	0	1	-6.64385618977472	0
POU2F2	0	1	3283	0	1	-6.64385618977472	0
POU2F3	0	1	2594	0	1	-6.64385618977472	0
POU3F1	0	1	3014	0	1	-6.64385618977472	0
POU4F1	0	1	4394	0	1	-6.64385618977472	0
POU4F2	0	1	4331	0	1	-6.64385618977472	0
POU4F3	0	1	4297	0	1	-6.64385618977472	0
POU5F1	0	1	5795	0	1	-6.64385618977472	0
POU6F1	0	1	15472	0	1	-6.64385618977472	0
POU6F2	0	1	1835	0	1	-6.64385618977472	0
PPARA::RXRA	0	1	3347	0	1	-6.64385618977472	0
PPARD	0	1	4028	0	1	-6.64385618977472	0
PPARG	0	1	2520	0	1	-6.64385618977472	0
Pparg::Rxra	0	1	5525	0	1	-6.64385618977472	0
PRDM1	0	1	6637	0	1	-6.64385618977472	0
Prdm14	0	1	2507	0	1	-6.64385618977472	0
Prdm15	0	1	4690	0	1	-6.64385618977472	0
Prdm4	0	1	3843	0	1	-6.64385618977472	0
Prdm5	0	1	5781	0	1	-6.64385618977472	0
PRDM9	0	1	10236	0	1	-6.64385618977472	0
PRRX1	0	1	10894	0	1	-6.64385618977472	0
PRRX2	0	1	4188	0	1	-6.64385618977472	0
Ptf1A	0	1	9565	0	1	-6.64385618977472	0
RARA::RXRG	0	1	2954	0	1	-6.64385618977472	0
RARB	0	1	1779	0	1	-6.64385618977472	0
RARG	0	1	1766	0	1	-6.64385618977472	0
RAX	0	1	10894	0	1	-6.64385618977472	0
RAX2	0	1	10894	0	1	-6.64385618977472	0
RBPJ	0	1	11788	0	1	-6.64385618977472	0
RELB	0	1	2780	0	1	-6.64385618977472	0
REST	0	1	4026	0	1	-6.64385618977472	0
RFX2	0	1	2081	0	1	-6.64385618977472	0
RFX4	0	1	1873	0	1	-6.64385618977472	0
RFX5	0	1	2385	0	1	-6.64385618977472	0
Rfx6	0	1	2463	0	1	-6.64385618977472	0
RFX7	0	1	2478	0	1	-6.64385618977472	0
Rhox11	0	1	3250	0	1	-6.64385618977472	0
RHOXF1	0	1	8249	0	1	-6.64385618977472	0
RORB	0	1	2968	0	1	-6.64385618977472	0
RORC	0	1	2447	0	1	-6.64385618977472	0
RREB1	0	1	10125	0	1	-6.64385618977472	0
Runx1	0	1	5443	0	1	-6.64385618977472	0
RUNX3	0	1	3183	0	1	-6.64385618977472	0
SATB1	0	1	5672	0	1	-6.64385618977472	0
SCRT1	0	1	3888	0	1	-6.64385618977472	0
SCRT2	0	1	3823	0	1	-6.64385618977472	0
SHOX	0	1	10894	0	1	-6.64385618977472	0
Shox2	0	1	10894	0	1	-6.64385618977472	0
SIX1	0	1	3793	0	1	-6.64385618977472	0
SIX2	0	1	3965	0	1	-6.64385618977472	0
Six3	0	1	1889	0	1	-6.64385618977472	0
SMAD2	0	1	8612	0	1	-6.64385618977472	0
Smad4	0	1	4062	0	1	-6.64385618977472	0
SNAI1	0	1	2961	0	1	-6.64385618977472	0
SNAI2	0	1	3345	0	1	-6.64385618977472	0
SNAI3	0	1	3806	0	1	-6.64385618977472	0
SOHLH2	0	1	1474	0	1	-6.64385618977472	0
SOX10	0	1	14668	0	1	-6.64385618977472	0
Sox11	0	1	5214	0	1	-6.64385618977472	0
SOX12	0	1	3269	0	1	-6.64385618977472	0
SOX13	0	1	5600	0	1	-6.64385618977472	0
SOX14	0	1	3096	0	1	-6.64385618977472	0
SOX15	0	1	5466	0	1	-6.64385618977472	0
Sox17	0	1	4234	0	1	-6.64385618977472	0
Sox3	0	1	5600	0	1	-6.64385618977472	0
SOX4	0	1	5611	0	1	-6.64385618977472	0
Sox5	0	1	4037	0	1	-6.64385618977472	0
SOX8	0	1	8792	0	1	-6.64385618977472	0
SOX9	0	1	4350	0	1	-6.64385618977472	0
SP3	0	1	4727	0	1	-6.64385618977472	0
SP5	0	1	8704	0	1	-6.64385618977472	0
SP8	0	1	7012	0	1	-6.64385618977472	0
SP9	0	1	5324	0	1	-6.64385618977472	0
Spi1	0	1	7837	0	1	-6.64385618977472	0
SPIB	0	1	6536	0	1	-6.64385618977472	0
SPIC	0	1	5149	0	1	-6.64385618977472	0
SRY	0	1	9889	0	1	-6.64385618977472	0
STAT1	0	1	2598	0	1	-6.64385618977472	0
STAT1::STAT2	0	1	7908	0	1	-6.64385618977472	0
Stat2	0	1	8455	0	1	-6.64385618977472	0
STAT3	0	1	3875	0	1	-6.64385618977472	0
Stat4	0	1	4323	0	1	-6.64385618977472	0
Stat5a	0	1	3265	0	1	-6.64385618977472	0
Stat5a::Stat5b	0	1	3032	0	1	-6.64385618977472	0
Stat5b	0	1	3177	0	1	-6.64385618977472	0
Stat6	0	1	2851	0	1	-6.64385618977472	0
TAL1::TCF3	0	1	3220	0	1	-6.64385618977472	0
TBP	0	1	9597	0	1	-6.64385618977472	0
TBR1	0	1	2819	0	1	-6.64385618977472	0
TBX18	0	1	3066	0	1	-6.64385618977472	0
TBX19	0	1	1846	0	1	-6.64385618977472	0
TBX2	0	1	2861	0	1	-6.64385618977472	0
Tbx6	0	1	3036	0	1	-6.64385618977472	0
Tcf12	0	1	6636	0	1	-6.64385618977472	0
TCF12	0	1	2729	0	1	-6.64385618977472	0
Tcf21	0	1	2467	0	1	-6.64385618977472	0
TCF21	0	1	2497	0	1	-6.64385618977472	0
TCF4	0	1	3768	0	1	-6.64385618977472	0
TCF7	0	1	6140	0	1	-6.64385618977472	0
TCF7L2	0	1	3654	0	1	-6.64385618977472	0
TCFL5	0	1	1867	0	1	-6.64385618977472	0
TEAD1	0	1	3171	0	1	-6.64385618977472	0
TEAD2	0	1	3748	0	1	-6.64385618977472	0
TEAD4	0	1	2877	0	1	-6.64385618977472	0
TFAP2E	0	1	2178	0	1	-6.64385618977472	0
TFAP4::ETV1	0	1	3914	0	1	-6.64385618977472	0
TFAP4::FLI1	0	1	4059	0	1	-6.64385618977472	0
TFCP2	0	1	2089	0	1	-6.64385618977472	0
TFDP1	0	1	2884	0	1	-6.64385618977472	0
TFEB	0	1	3101	0	1	-6.64385618977472	0
TFEC	0	1	3604	0	1	-6.64385618977472	0
THAP1	0	1	4959	0	1	-6.64385618977472	0
THRA	0	1	3519	0	1	-6.64385618977472	0
THRB	0	1	8978	0	1	-6.64385618977472	0
TLX2	0	1	10894	0	1	-6.64385618977472	0
TP73	0	1	2269	0	1	-6.64385618977472	0
TRPS1	0	1	1854	0	1	-6.64385618977472	0
TWIST1	0	1	3017	0	1	-6.64385618977472	0
Twist2	0	1	6636	0	1	-6.64385618977472	0
UNCX	0	1	10894	0	1	-6.64385618977472	0
USF1	0	1	3404	0	1	-6.64385618977472	0
USF2	0	1	2448	0	1	-6.64385618977472	0
VAX1	0	1	7580	0	1	-6.64385618977472	0
VAX2	0	1	10894	0	1	-6.64385618977472	0
Vdr	0	1	3456	0	1	-6.64385618977472	0
VEZF1	0	1	7074	0	1	-6.64385618977472	0
VSX1	0	1	4188	0	1	-6.64385618977472	0
VSX2	0	1	4188	0	1	-6.64385618977472	0
Wt1	0	1	6620	0	1	-6.64385618977472	0
XBP1	0	1	2363	0	1	-6.64385618977472	0
Yy1	0	1	3947	0	1	-6.64385618977472	0
YY2	0	1	3007	0	1	-6.64385618977472	0
ZBED1	0	1	1307	0	1	-6.64385618977472	0
ZBED2	0	1	2875	0	1	-6.64385618977472	0
ZBTB12	0	1	4103	0	1	-6.64385618977472	0
ZBTB14	0	1	2754	0	1	-6.64385618977472	0
ZBTB18	0	1	3828	0	1	-6.64385618977472	0
ZBTB26	0	1	2885	0	1	-6.64385618977472	0
ZBTB33	0	1	1524	0	1	-6.64385618977472	0
ZBTB6	0	1	3264	0	1	-6.64385618977472	0
ZBTB7A	0	1	3745	0	1	-6.64385618977472	0
ZBTB7B	0	1	3516	0	1	-6.64385618977472	0
ZBTB7C	0	1	3565	0	1	-6.64385618977472	0
ZEB1	0	1	8924	0	1	-6.64385618977472	0
Zfp335	0	1	3563	0	1	-6.64385618977472	0
ZFP42	0	1	4852	0	1	-6.64385618977472	0
ZFP57	0	1	1303	0	1	-6.64385618977472	0
Zfx	0	1	3427	0	1	-6.64385618977472	0
Zic1::Zic2	0	1	3351	0	1	-6.64385618977472	0
Zic2	0	1	4008	0	1	-6.64385618977472	0
Zic3	0	1	3507	0	1	-6.64385618977472	0
ZIC4	0	1	2815	0	1	-6.64385618977472	0
ZIC5	0	1	2919	0	1	-6.64385618977472	0
ZIM3	0	1	6098	0	1	-6.64385618977472	0
ZKSCAN1	0	1	2474	0	1	-6.64385618977472	0
ZKSCAN3	0	1	2480	0	1	-6.64385618977472	0
ZKSCAN5	0	1	4675	0	1	-6.64385618977472	0
ZNF140	0	1	2937	0	1	-6.64385618977472	0
ZNF148	0	1	8112	0	1	-6.64385618977472	0
ZNF16	0	1	4038	0	1	-6.64385618977472	0
ZNF189	0	1	3688	0	1	-6.64385618977472	0
ZNF211	0	1	2682	0	1	-6.64385618977472	0
ZNF214	0	1	2733	0	1	-6.64385618977472	0
ZNF257	0	1	5135	0	1	-6.64385618977472	0
ZNF263	0	1	3250	0	1	-6.64385618977472	0
ZNF274	0	1	2605	0	1	-6.64385618977472	0
ZNF281	0	1	9683	0	1	-6.64385618977472	0
ZNF282	0	1	3468	0	1	-6.64385618977472	0
ZNF317	0	1	4724	0	1	-6.64385618977472	0
ZNF320	0	1	6025	0	1	-6.64385618977472	0
ZNF324	0	1	3692	0	1	-6.64385618977472	0
ZNF331	0	1	3770	0	1	-6.64385618977472	0
ZNF341	0	1	3177	0	1	-6.64385618977472	0
ZNF343	0	1	3292	0	1	-6.64385618977472	0
ZNF354A	0	1	7474	0	1	-6.64385618977472	0
ZNF384	0	1	9871	0	1	-6.64385618977472	0
ZNF410	0	1	2438	0	1	-6.64385618977472	0
ZNF416	0	1	3694	0	1	-6.64385618977472	0
ZNF417	0	1	1502	0	1	-6.64385618977472	0
ZNF449	0	1	4073	0	1	-6.64385618977472	0
ZNF454	0	1	2948	0	1	-6.64385618977472	0
ZNF530	0	1	7431	0	1	-6.64385618977472	0
ZNF549	0	1	5659	0	1	-6.64385618977472	0
ZNF574	0	1	3385	0	1	-6.64385618977472	0
ZNF582	0	1	3257	0	1	-6.64385618977472	0
ZNF610	0	1	3396	0	1	-6.64385618977472	0
ZNF652	0	1	2361	0	1	-6.64385618977472	0
ZNF667	0	1	2519	0	1	-6.64385618977472	0
ZNF675	0	1	4334	0	1	-6.64385618977472	0
ZNF680	0	1	6254	0	1	-6.64385618977472	0
ZNF682	0	1	3589	0	1	-6.64385618977472	0
ZNF684	0	1	4124	0	1	-6.64385618977472	0
ZNF692	0	1	3566	0	1	-6.64385618977472	0
ZNF701	0	1	8265	0	1	-6.64385618977472	0
ZNF708	0	1	3702	0	1	-6.64385618977472	0
ZNF740	0	1	7332	0	1	-6.64385618977472	0
ZNF76	0	1	3264	0	1	-6.64385618977472	0
ZNF768	0	1	6242	0	1	-6.64385618977472	0
ZNF784	0	1	1353	0	1	-6.64385618977472	0
ZNF816	0	1	4368	0	1	-6.64385618977472	0
ZNF85	0	1	2430	0	1	-6.64385618977472	0
ZNF93	0	1	4133	0	1	-6.64385618977472	0
ZSCAN29	0	1	2577	0	1	-6.64385618977472	0
ZSCAN31	0	1	3301	0	1	-6.64385618977472	0
Su(H)	0	1	3594	0	1	-6.64385618977472	0
