decile	pos	gc_pct	cpg_oe
D09	-1700	41.6759667156143	0.694697520937501
D06	-1700	41.6836628511967	0.666129520579586
D01	-1700	42.1765847347995	0.712180881052316
D05	-1700	41.3221153846154	0.673503602166178
D04	-1700	41.5947893569845	0.685163402584032
D02	-1690	41.9139221556886	0.672045281464094
D03	-1690	41.4299123904881	0.675820096963376
D08	-1690	41.5212181727409	0.660132373051584
D07	-1690	41.5762455963765	0.700627312879413
D10	-1690	41.7657393850659	0.685815282288261
D09	-1690	41.654919236417	0.689404432043383
D06	-1690	41.633714880333	0.667856683657559
D01	-1690	42.3078913324709	0.718969693477481
D05	-1690	41.4198717948718	0.682000939865933
D04	-1690	41.5726164079823	0.683767756346471
D02	-1680	41.8547904191617	0.675045388821294
D03	-1680	41.4161451814769	0.672499033222075
D08	-1680	41.5002496255617	0.661549731982821
D07	-1680	41.5681932561651	0.704566415426447
D10	-1680	41.6320156173743	0.682517537631497
D09	-1680	41.6749877630935	0.690609993400312
D06	-1680	41.6805411030177	0.672381408679955
D01	-1680	42.3331177231565	0.712670336824536
D05	-1680	41.3376068376068	0.680259733750627
D04	-1680	41.5110864745011	0.688040224172079
D02	-1670	41.7709580838323	0.683840580756923
D03	-1670	41.5225281602003	0.680333256244178
D08	-1670	41.4752870693959	0.659466537080838
D07	-1670	41.5430296930045	0.710466681283515
D10	-1670	41.6115178135676	0.686966829159602
D09	-1670	41.7464512971121	0.687094070158819
D06	-1670	41.7138397502601	0.669800056628642
D01	-1670	42.3033635187581	0.706980193366419
D05	-1670	41.4209401709402	0.677934400795708
D04	-1670	41.589800443459	0.696094435534623
D02	-1660	41.6414670658683	0.686818983591349
D03	-1660	41.4949937421777	0.67657570801602
D08	-1660	41.4403394907639	0.666690341269183
D07	-1660	41.5933568193256	0.707707106894053
D10	-1660	41.5851634943875	0.68991819295775
D09	-1660	41.6686245717083	0.682639146685462
D06	-1660	41.7055150884495	0.666848557370214
D01	-1660	42.3460543337646	0.700307373272653
D05	-1660	41.502670940171	0.672491199019629
D04	-1660	41.5715077605322	0.717464420505722
D02	-1650	41.5284431137725	0.681783729883361
D03	-1650	41.5212765957447	0.685932034163319
D08	-1650	41.4113829256116	0.668368398361312
D07	-1650	41.5832913940614	0.70838888726984
D10	-1650	41.6159102000976	0.683461620450944
D09	-1650	41.6152716593245	0.680271134797392
D06	-1650	41.656087408949	0.659228787545793
D01	-1650	42.3486416558862	0.701118668128378
D05	-1650	41.5486111111111	0.677817638655432
D04	-1650	41.5133037694013	0.69317209098756
D02	-1640	41.4303892215569	0.67820275626823
D03	-1640	41.3785982478098	0.684164329802617
D08	-1640	41.4603095356965	0.668335604089163
D07	-1640	41.6381479617514	0.717390077212182
D10	-1640	41.6149341142021	0.680890613538858
D09	-1640	41.6627508565835	0.678649640391826
D06	-1640	41.6753381893861	0.659939814708913
D01	-1640	42.4411384217335	0.699260262752852
D05	-1640	41.5641025641026	0.680506274007073
D04	-1640	41.490022172949	0.697020105727977
D02	-1630	41.4079341317365	0.680390009988849
D03	-1630	41.3554443053817	0.677372170816155
D08	-1630	41.4203694458313	0.664377271478671
D07	-1630	41.6502264720685	0.704411191803354
D10	-1630	41.6120058565154	0.67972514298216
D09	-1630	41.5883504650025	0.676639592457356
D06	-1630	41.5718002081165	0.663582826893672
D01	-1630	42.3771021992238	0.694344338646634
D05	-1630	41.6287393162393	0.67031176920875
D04	-1630	41.5737250554324	0.696421900088431
D02	-1620	41.4086826347305	0.67593411754282
D03	-1620	41.409887359199	0.674270539743412
D08	-1620	41.4053919121318	0.671089208209843
D07	-1620	41.6703573225969	0.701573897003631
D10	-1620	41.5573450463641	0.681884740954019
D09	-1620	41.6666666666667	0.677019621014739
D06	-1620	41.4979188345473	0.660916301089822
D01	-1620	42.4275549805951	0.69624265732724
D05	-1620	41.6639957264957	0.663997333552794
D04	-1620	41.6108647450111	0.697349162521819
D02	-1610	41.4333832335329	0.673818972441931
D03	-1610	41.287859824781	0.735298454975762
D08	-1610	41.345481777334	0.673305568250101
D07	-1610	41.7775541016608	0.704063461120464
D10	-1610	41.4948755490483	0.6826950408071
D09	-1610	41.6774351443955	0.673495006704036
D06	-1610	41.5249739854318	0.659528612773744
D01	-1610	42.4974126778784	0.703269271600142
D05	-1610	41.6912393162393	0.665030809665683
D04	-1610	41.5210643015521	0.695361744269051
D02	-1600	41.4550898203593	0.678275002335211
D03	-1600	41.2959949937422	0.689533436429314
D08	-1600	41.3474787818273	0.683687883202744
D07	-1600	41.8852541519879	0.703455874780125
D10	-1600	41.4948755490483	0.686410524436511
D09	-1600	41.6514929025942	0.676997325308528
D06	-1600	41.506243496358	0.667170817000782
D01	-1600	42.4663648124192	0.68826310958231
D05	-1600	41.7510683760684	0.662079505692672
D04	-1600	41.5764966740577	0.695258202691422
D02	-1590	41.3967065868264	0.677298918419267
D03	-1590	41.2816020025031	0.687897339600849
