gene_id	n_dmr	mean_dmr_diff	total_cpgs	log2FoldChange	padj	baseMean	de	meth_direction	gene_name
LOC_00025326	1	-0.180678320124785	6	0.0747143022726881	0.602401605534059	875.126631351974	FALSE	Hypo	Cpsf2
LOC_00025333	1	0.236947460458715	4	0.156919690380321	0.141128921295215	3282.38970384123	FALSE	Hyper	EHBP1
LOC_00025343	1	0.243201593961378	7	-0.307451550634829	0.0860126312795534	1057.60967629175	FALSE	Hyper	cky-1
LOC_00025352	1	0.286882912840162	8	-0.0371480302486388	0.806630796346671	7240.88619817429	FALSE	Hyper	EVL
LOC_00025366	1	-0.245823104394546	7	0.0434341961875589	0.782320684840366	1086.46174977723	FALSE	Hypo	srf
LOC_00025434	1	-0.225404857634976	7	-0.374313186015396	0.0516140281404324	1564.08295126783	FALSE	Hypo	PLEKHG1
LOC_00025444	1	-0.313968192052497	6	-0.0805770802335068	0.599503600378717	1023.59854955203	FALSE	Hypo	
LOC_00025478	1	-0.345731682408	4	-0.0304861238315097	0.844904106477418	1460.97085748519	FALSE	Hypo	CNIH1
LOC_00025479	1	-0.265092725161402	7	0.0923731430222306	0.550042708087223	112.413306627728	FALSE	Hypo	Traf3
LOC_00025480	1	-0.265092725161402	7	-0.119367827528081	0.380649576086355	6316.38995179436	FALSE	Hypo	PNP
LOC_00025488	1	0.214337108975333	13	0.0578921834373699	0.699670181695741	479.181283705865	FALSE	Hyper	Jkamp
LOC_00025504	1	-0.356215526265073	7	0.264769609702635	0.129011268355421	1061.19724603122	FALSE	Hypo	
LOC_00025513	1	0.283154930778255	9	-0.170576049391335	0.258617146569492	537.625993688976	FALSE	Hyper	Eif2ak4
LOC_00025571	1	-0.244988327733952	8	-0.0770675577411556	0.62087933969876	110.575397106444	FALSE	Hypo	
LOC_00025572	1	-0.244988327733952	8	0.292907247436736	0.0850641403535464	211.870759788711	FALSE	Hypo	Nrg2
LOC_00025574	1	-0.280736928956407	5	-0.00363938360965535	0.982578063301752	4260.92993485511	FALSE	Hypo	rbm4.1
